,covariate,beta,seed,split_itr,est_ate,smp_ate,(est_ate-smp_ate)^2,abs(est_ate-smp_ate)
503,covariateregistration,beta110.0,seed9,3.0,3.726861231610724,1.0,7.435772176461554,2.726861231610724
504,covariateregistration,beta110.0,seed9,4.0,3.72888763003156,1.0,7.446827697339264,2.72888763003156
505,covariateregistration,beta110.0,seed9,5.0,3.738127996338841,1.0,7.497344924334557,2.738127996338841
506,covariateregistration,beta110.0,seed9,6.0,3.7414312045785008,1.0,7.51544504943673,2.7414312045785008
507,covariateregistration,beta110.0,seed9,7.0,3.7341392434460188,1.0,7.475517402551568,2.7341392434460188
508,covariateregistration,beta110.0,seed9,8.0,3.738628674165122,1.0,7.500087014959413,2.738628674165122
509,covariateregistration,beta110.0,seed9,9.0,3.7326084184104333,1.0,7.4671487683675695,2.7326084184104333
510,covariateregistration,beta110.0,seed9,10.0,3.74183667555344,1.0,7.51766835540994,2.74183667555344
511,covariateregistration,beta110.0,seed9,11.0,3.7345043240099494,1.0,7.47751389802911,2.7345043240099494
512,covariateregistration,beta110.0,seed9,12.0,3.7366040397495066,1.0,7.4890016703733195,2.7366040397495066
513,covariateregistration,beta110.0,seed9,13.0,3.7390586454279293,1.0,7.502442263093483,2.7390586454279293
514,covariateregistration,beta110.0,seed9,14.0,3.733089035143272,1.0,7.469775674020381,2.733089035143272
515,covariateregistration,beta110.0,seed9,15.0,3.734456566894961,1.0,7.477252716234976,2.734456566894961
516,covariateregistration,beta110.0,seed9,16.0,3.7452837537011425,1.0,7.5365828883354355,2.7452837537011425
517,covariateregistration,beta110.0,seed9,17.0,3.733280300540707,1.0,7.470821201323898,2.733280300540707
518,covariateregistration,beta110.0,seed9,18.0,3.731162882484101,1.0,7.459250690658864,2.731162882484101
519,covariateregistration,beta110.0,seed9,19.0,3.7393189623190217,1.0,7.503868377320562,2.7393189623190217
520,covariateregistration,beta110.0,seed9,20.0,3.7327533438389158,1.0,7.467940838262775,2.7327533438389158
521,covariateregistration,beta110.0,seed9,21.0,3.7286056878654996,1.0,7.4452889998519565,2.7286056878654996
522,covariateregistration,beta110.0,seed9,22.0,3.73944578384448,1.0,7.504563202623297,2.73944578384448
523,covariateregistration,beta110.0,seed9,23.0,3.732103539303079,1.0,7.464389749472411,2.732103539303079
524,covariateregistration,beta110.0,seed9,24.0,3.7295252178633413,1.0,7.450307914951921,2.7295252178633413
525,covariateregistration,beta110.0,seed10,0.0,3.7432212560761022,1.0,7.525262859787748,2.7432212560761022
526,covariateregistration,beta110.0,seed10,1.0,3.728504283781136,1.0,7.44473562661201,2.728504283781136
527,covariateregistration,beta110.0,seed10,2.0,3.7320360563777233,1.0,7.464021013347942,2.7320360563777233
528,covariateregistration,beta110.0,seed10,3.0,3.7269097860026097,1.0,7.436036980996799,2.7269097860026097
529,covariateregistration,beta110.0,seed10,4.0,3.729884669393757,1.0,7.452270308191062,2.729884669393757
530,covariateregistration,beta110.0,seed10,5.0,3.7327384327040547,1.0,7.467859341577813,2.7327384327040547
531,covariateregistration,beta110.0,seed10,6.0,3.7394784303939206,1.0,7.504742070593538,2.7394784303939206
532,covariateregistration,beta110.0,seed10,7.0,3.734400462286165,1.0,7.476945888150792,2.734400462286165
533,covariateregistration,beta110.0,seed10,8.0,3.7355504531876247,1.0,7.483236281935019,2.7355504531876247
534,covariateregistration,beta110.0,seed10,9.0,3.7211671644506223,1.0,7.404750736884241,2.7211671644506223
535,covariateregistration,beta110.0,seed10,10.0,3.7215853573996704,1.0,7.4070268576122915,2.7215853573996704
536,covariateregistration,beta110.0,seed10,11.0,3.733307255997308,1.0,7.470968555687534,2.733307255997308
537,covariateregistration,beta110.0,seed10,12.0,3.732768717953084,1.0,7.468024865822944,2.732768717953084
538,covariateregistration,beta110.0,seed10,13.0,3.7276758353206767,1.0,7.440215462592351,2.7276758353206767
539,covariateregistration,beta110.0,seed10,14.0,3.7281551190814084,1.0,7.442830353770094,2.7281551190814084
540,covariateregistration,beta110.0,seed10,15.0,3.7413910025269743,1.0,7.515224628735849,2.7413910025269743
541,covariateregistration,beta110.0,seed10,16.0,3.7335671507668877,1.0,7.4723893677518,2.7335671507668877
542,covariateregistration,beta110.0,seed10,17.0,3.7441527705984514,1.0,7.5303744283831575,2.7441527705984514
543,covariateregistration,beta110.0,seed10,18.0,3.730094223876863,1.0,7.453414471245812,2.730094223876863
544,covariateregistration,beta110.0,seed10,19.0,3.7322298605386393,1.0,7.465080010818992,2.7322298605386393
545,covariateregistration,beta110.0,seed10,20.0,3.735932097702019,1.0,7.48532444323617,2.735932097702019
546,covariateregistration,beta110.0,seed10,21.0,3.733936872434308,1.0,7.4744108224558845,2.733936872434308
547,covariateregistration,beta110.0,seed10,22.0,3.724437824426418,1.0,7.422561459165353,2.724437824426418
548,covariateregistration,beta110.0,seed10,23.0,3.7330265433863157,1.0,7.469434086854153,2.7330265433863157
549,covariateregistration,beta110.0,seed10,24.0,3.738942270563115,1.0,7.50180476147743,2.738942270563115
550,covariateregistration,beta11.0,seed3,0.0,1.263253346386485,1.0,0.06930232438368265,0.263253346386485
551,covariateregistration,beta11.0,seed3,1.0,1.2630422949010829,1.0,0.06919124890682825,0.2630422949010829
552,covariateregistration,beta11.0,seed3,2.0,1.2665359886745768,1.0,0.07104143325873416,0.26653598867457684
553,covariateregistration,beta11.0,seed3,3.0,1.2604668569055915,1.0,0.06784298354627785,0.26046685690559146
554,covariateregistration,beta11.0,seed3,4.0,1.260449883582784,1.0,0.06783414185828573,0.260449883582784
555,covariateregistration,beta11.0,seed3,5.0,1.2644319508470991,1.0,0.06992425662880265,0.26443195084709914
556,covariateregistration,beta11.0,seed3,6.0,1.2629367574719255,1.0,0.06913573842985016,0.26293675747192546
557,covariateregistration,beta11.0,seed3,7.0,1.2632419487947437,1.0,0.06929632360525448,0.2632419487947437
558,covariateregistration,beta11.0,seed3,8.0,1.2605942775498657,1.0,0.06790937749173646,0.26059427754986575
559,covariateregistration,beta11.0,seed3,9.0,1.2660974526586686,1.0,0.07080785431143237,0.2660974526586686
560,covariateregistration,beta11.0,seed3,10.0,1.2704857077969705,1.0,0.07316251812242808,0.27048570779697045
561,covariateregistration,beta11.0,seed3,11.0,1.2633104958738324,1.0,0.0693324172373235,0.2633104958738324
562,covariateregistration,beta11.0,seed3,12.0,1.262460036271797,1.0,0.06888527063979302,0.26246003627179704
563,covariateregistration,beta11.0,seed3,13.0,1.262954030777193,1.0,0.06914482230197293,0.2629540307771929
564,covariateregistration,beta11.0,seed3,14.0,1.266976819084823,1.0,0.0712766219286503,0.26697681908482296
565,covariateregistration,beta11.0,seed3,15.0,1.2699034778592733,1.0,0.07284788736053122,0.26990347785927327
566,covariateregistration,beta11.0,seed3,16.0,1.2652832018738092,1.0,0.07037517719642018,0.26528320187380916
567,covariateregistration,beta11.0,seed3,17.0,1.2643741556292163,1.0,0.06989369416466107,0.2643741556292163
568,covariateregistration,beta11.0,seed3,18.0,1.2660496046339773,1.0,0.07078239212589564,0.2660496046339773
569,covariateregistration,beta11.0,seed3,19.0,1.2652609328668012,1.0,0.07036336250536561,0.2652609328668012
570,covariateregistration,beta11.0,seed3,20.0,1.263548734829555,1.0,0.06945793563025915,0.2635487348295551
571,covariateregistration,beta11.0,seed3,21.0,1.2655302821618588,1.0,0.07050633074495635,0.2655302821618588
572,covariateregistration,beta11.0,seed3,22.0,1.263297363690298,1.0,0.06932550172626105,0.263297363690298
573,covariateregistration,beta11.0,seed3,23.0,1.2668967857130355,1.0,0.07123389422395002,0.26689678571303554
574,covariateregistration,beta11.0,seed3,24.0,1.2644861134903085,1.0,0.06995290422920834,0.2644861134903085
575,covariateregistration,beta11.0,seed6,0.0,1.2629043163159959,1.0,0.0691186795375812,0.26290431631599587
576,covariateregistration,beta11.0,seed6,1.0,1.265662263697598,1.0,0.07057643835293212,0.26566226369759804
577,covariateregistration,beta11.0,seed6,2.0,1.2671491078648478,1.0,0.07136864583298408,0.2671491078648478
578,covariateregistration,beta11.0,seed6,3.0,1.2653861603855805,1.0,0.07042981412420106,0.2653861603855805
579,covariateregistration,beta11.0,seed6,4.0,1.2617843473766077,1.0,0.06853104453139643,0.2617843473766077
580,covariateregistration,beta11.0,seed6,5.0,1.260803855929948,1.0,0.06801865126792904,0.2608038559299479
581,covariateregistration,beta11.0,seed6,6.0,1.264858028589271,1.0,0.07014977530819509,0.264858028589271
582,covariateregistration,beta11.0,seed6,7.0,1.2610724248723704,1.0,0.06815881102873947,0.26107242487237037
583,covariateregistration,beta11.0,seed6,8.0,1.259797343989839,1.0,0.06749465994417468,0.2597973439898389
584,covariateregistration,beta11.0,seed6,9.0,1.2624439423670426,1.0,0.06887682288515558,0.2624439423670426
585,covariateregistration,beta11.0,seed6,10.0,1.2646999162129573,1.0,0.07006604564314661,0.2646999162129573
586,covariateregistration,beta11.0,seed6,11.0,1.266371198744226,1.0,0.070953615520436,0.2663711987442261
587,covariateregistration,beta11.0,seed6,12.0,1.264616138203285,1.0,0.07002170059762003,0.264616138203285
588,covariateregistration,beta11.0,seed6,13.0,1.2663601837708944,1.0,0.07094774749846465,0.26636018377089443
589,covariateregistration,beta11.0,seed6,14.0,1.2640615418452479,1.0,0.0697284978816896,0.2640615418452479
590,covariateregistration,beta11.0,seed6,15.0,1.263795987964264,1.0,0.0695883232660421,0.26379598796426396
591,covariateregistration,beta11.0,seed6,16.0,1.2635021289618618,1.0,0.06943337196743363,0.26350212896186176
592,covariateregistration,beta11.0,seed6,17.0,1.264874817408936,1.0,0.07015866889741715,0.2648748174089359
593,covariateregistration,beta11.0,seed6,18.0,1.2606396377612714,1.0,0.06793302077232678,0.2606396377612714
594,covariateregistration,beta11.0,seed6,19.0,1.265631616571524,1.0,0.07056015572240115,0.265631616571524
595,covariateregistration,beta11.0,seed6,20.0,1.266120038141489,1.0,0.07081987470042755,0.266120038141489
596,covariateregistration,beta11.0,seed6,21.0,1.2673066156493455,1.0,0.07145282676990694,0.26730661564934555
597,covariateregistration,beta11.0,seed6,22.0,1.2647973420361411,1.0,0.07011763234940512,0.26479734203614114
598,covariateregistration,beta11.0,seed6,23.0,1.2685676092491232,1.0,0.0721285607377897,0.26856760924912315
599,covariateregistration,beta11.0,seed6,24.0,1.2595171556157776,1.0,0.06734915405890372,0.2595171556157776
600,covariateregistration,beta11.0,seed5,0.0,1.2658807388952589,1.0,0.07069256731548883,0.2658807388952589
601,covariateregistration,beta11.0,seed5,1.0,1.2621194031135465,1.0,0.06870658148860191,0.26211940311354653
602,covariateregistration,beta11.0,seed5,2.0,1.2652687644842606,1.0,0.07036751741100614,0.2652687644842606
603,covariateregistration,beta11.0,seed5,3.0,1.2652646052092853,1.0,0.07036531077683798,0.2652646052092853
604,covariateregistration,beta11.0,seed5,4.0,1.2626181921720736,1.0,0.06896831485972818,0.2626181921720736
605,covariateregistration,beta11.0,seed5,5.0,1.2636401996209463,1.0,0.06950615485617243,0.2636401996209463
606,covariateregistration,beta11.0,seed5,6.0,1.2652260111306695,1.0,0.070344836980286,0.26522601113066946
607,covariateregistration,beta11.0,seed5,7.0,1.2651316943368651,1.0,0.07029481534193688,0.2651316943368651
608,covariateregistration,beta11.0,seed5,8.0,1.2667209208969838,1.0,0.07114004964413512,0.26672092089698385
609,covariateregistration,beta11.0,seed5,9.0,1.2642926092366211,1.0,0.06985058329710131,0.2642926092366211
610,covariateregistration,beta11.0,seed5,10.0,1.2651971360953131,1.0,0.07032952099315604,0.26519713609531315
611,covariateregistration,beta11.0,seed5,11.0,1.2628249468765143,1.0,0.06907695270064254,0.26282494687651425
612,covariateregistration,beta11.0,seed5,12.0,1.2614309949409495,1.0,0.06834616511581475,0.26143099494094946
613,covariateregistration,beta11.0,seed5,13.0,1.260569397320719,1.0,0.06789641082008274,0.26056939732071904
614,covariateregistration,beta11.0,seed5,14.0,1.2613021827343092,1.0,0.0682788307017143,0.26130218273430916
615,covariateregistration,beta11.0,seed5,15.0,1.2616303991627376,1.0,0.06845046576605339,0.26163039916273756
616,covariateregistration,beta11.0,seed5,16.0,1.2592076155315879,1.0,0.06718858794957148,0.2592076155315879
617,covariateregistration,beta11.0,seed5,17.0,1.2639675769680225,1.0,0.0696788816903689,0.26396757696802253
618,covariateregistration,beta11.0,seed5,18.0,1.2648752799375,1.0,0.07015891392196902,0.26487527993750004
619,covariateregistration,beta11.0,seed5,19.0,1.2674708629038969,1.0,0.0715406625025552,0.2674708629038969
620,covariateregistration,beta11.0,seed5,20.0,1.2649370069778838,1.0,0.07019161766639925,0.2649370069778838
621,covariateregistration,beta11.0,seed5,21.0,1.2624617918535863,1.0,0.06888619218299527,0.2624617918535863
622,covariateregistration,beta11.0,seed5,22.0,1.2604378323173273,1.0,0.0678278645021483,0.2604378323173273
623,covariateregistration,beta11.0,seed5,23.0,1.2618623888514462,1.0,0.06857191069498601,0.2618623888514462
624,covariateregistration,beta11.0,seed5,24.0,1.2593644277576086,1.0,0.06726990638603177,0.2593644277576086
625,covariateregistration,beta11.0,seed7,0.0,1.2612316436597153,1.0,0.06824197164915648,0.2612316436597153
626,covariateregistration,beta11.0,seed7,1.0,1.2597574564708716,1.0,0.06747393619221674,0.25975745647087156
627,covariateregistration,beta11.0,seed7,2.0,1.2672580771102953,1.0,0.07142687978069252,0.26725807711029526
628,covariateregistration,beta11.0,seed7,3.0,1.263782150731989,1.0,0.0695810230447938,0.2637821507319891
629,covariateregistration,beta11.0,seed7,4.0,1.2603839528903489,1.0,0.06779980292280342,0.2603839528903489
630,covariateregistration,beta11.0,seed7,5.0,1.262467788495325,1.0,0.06888933999762668,0.26246778849532504
631,covariateregistration,beta11.0,seed7,6.0,1.2629962707592848,1.0,0.06916703843329103,0.2629962707592848
632,covariateregistration,beta11.0,seed7,7.0,1.2631464116250382,1.0,0.06924603395113402,0.26314641162503816
633,covariateregistration,beta11.0,seed7,8.0,1.2654153896044753,1.0,0.07044532903889542,0.2654153896044753
634,covariateregistration,beta11.0,seed7,9.0,1.2645807135913807,1.0,0.07000295400452422,0.2645807135913807
635,covariateregistration,beta11.0,seed7,10.0,1.2645948551297561,1.0,0.07001043736113663,0.2645948551297561
636,covariateregistration,beta11.0,seed7,11.0,1.2623345806074264,1.0,0.06881943218247431,0.2623345806074264
637,covariateregistration,beta11.0,seed7,12.0,1.26267566344133,1.0,0.06899850416434292,0.2626756634413301
638,covariateregistration,beta11.0,seed7,13.0,1.2657962003783545,1.0,0.07064762013557037,0.2657962003783545
639,covariateregistration,beta11.0,seed7,14.0,1.2640123006632833,1.0,0.06970249490151989,0.2640123006632833
640,covariateregistration,beta11.0,seed7,15.0,1.2642905155585262,1.0,0.0698494766141916,0.26429051555852623
641,covariateregistration,beta11.0,seed7,16.0,1.2679145256453006,1.0,0.07177819305174643,0.2679145256453006
642,covariateregistration,beta11.0,seed7,17.0,1.2628515259172997,1.0,0.06909092467705286,0.26285152591729966
643,covariateregistration,beta11.0,seed7,18.0,1.2606282041658832,1.0,0.06792706080673327,0.26062820416588317
644,covariateregistration,beta11.0,seed7,19.0,1.2680418360217134,1.0,0.07184642585789108,0.2680418360217134
645,covariateregistration,beta11.0,seed7,20.0,1.259634822102957,1.0,0.06741024084843411,0.25963482210295696
646,covariateregistration,beta11.0,seed7,21.0,1.2656993727755317,1.0,0.07059615669331094,0.2656993727755317
647,covariateregistration,beta11.0,seed7,22.0,1.2639703926634345,1.0,0.06968036820288778,0.26397039266343447
648,covariateregistration,beta11.0,seed7,23.0,1.2626193085868933,1.0,0.06896890124265789,0.2626193085868933
649,covariateregistration,beta11.0,seed7,24.0,1.262737883953814,1.0,0.0690311956645278,0.2627378839538139
650,covariateregistration,beta11.0,seed2,0.0,1.26680804944872,1.0,0.07118653525063058,0.26680804944871994
651,covariateregistration,beta11.0,seed2,1.0,1.2695456536791856,1.0,0.07265485941733946,0.2695456536791856
652,covariateregistration,beta11.0,seed2,2.0,1.2632295254512127,1.0,0.06928978306927064,0.2632295254512127
653,covariateregistration,beta11.0,seed2,3.0,1.2619707054082925,1.0,0.06862865049211836,0.2619707054082925
654,covariateregistration,beta11.0,seed2,4.0,1.2616252756953978,1.0,0.06844778488269293,0.26162527569539784
655,covariateregistration,beta11.0,seed2,5.0,1.2668230411575085,1.0,0.0711945352925415,0.26682304115750854
656,covariateregistration,beta11.0,seed2,6.0,1.2667589877497198,1.0,0.07116035754525518,0.26675898774971984
657,covariateregistration,beta11.0,seed2,7.0,1.2680480482030965,1.0,0.07184975614548952,0.26804804820309647
658,covariateregistration,beta11.0,seed2,8.0,1.264938689071068,1.0,0.0701925089666961,0.2649386890710681
659,covariateregistration,beta11.0,seed2,9.0,1.2658678589781034,1.0,0.07068571843760067,0.2658678589781034
660,covariateregistration,beta11.0,seed2,10.0,1.2631200344500075,1.0,0.06923215252897315,0.26312003445000753
661,covariateregistration,beta11.0,seed2,11.0,1.2631987443531447,1.0,0.06927357902907202,0.2631987443531447
662,covariateregistration,beta11.0,seed2,12.0,1.2618290812639523,1.0,0.06855446779552535,0.2618290812639523
663,covariateregistration,beta11.0,seed2,13.0,1.2606162852659144,1.0,0.06792084814580447,0.2606162852659144
664,covariateregistration,beta11.0,seed2,14.0,1.2637391059163061,1.0,0.06955831598953253,0.2637391059163061
665,covariateregistration,beta11.0,seed2,15.0,1.261263179208791,1.0,0.06825844881028481,0.26126317920879094
666,covariateregistration,beta11.0,seed2,16.0,1.2634804868535305,1.0,0.06942196695257348,0.26348048685353054
667,covariateregistration,beta11.0,seed2,17.0,1.2669098811224433,1.0,0.07124088464079681,0.2669098811224433
668,covariateregistration,beta11.0,seed2,18.0,1.2653325344401356,1.0,0.07040135383242574,0.2653325344401356
669,covariateregistration,beta11.0,seed2,19.0,1.262796036337892,1.0,0.06906175671490668,0.26279603633789206
670,covariateregistration,beta11.0,seed2,20.0,1.2603579137610816,1.0,0.06778624325802282,0.26035791376108164
671,covariateregistration,beta11.0,seed2,21.0,1.2670084459281121,1.0,0.07129351019694558,0.2670084459281121
672,covariateregistration,beta11.0,seed2,22.0,1.2716406324091472,1.0,0.07378863317564141,0.27164063240914715
673,covariateregistration,beta11.0,seed2,23.0,1.265665736284353,1.0,0.07057828343550744,0.2656657362843531
674,covariateregistration,beta11.0,seed2,24.0,1.2643484993850902,1.0,0.06988012912714903,0.2643484993850902
675,covariateregistration,beta11.0,seed0,0.0,1.2670774362018815,1.0,0.0713303569281701,0.2670774362018815
676,covariateregistration,beta11.0,seed0,1.0,1.2620770606004548,1.0,0.06868438569297444,0.26207706060045477
677,covariateregistration,beta11.0,seed0,2.0,1.2621484779081888,1.0,0.06872182446958018,0.26214847790818885
678,covariateregistration,beta11.0,seed0,3.0,1.2673090651983225,1.0,0.07145413633720105,0.26730906519832254
679,covariateregistration,beta11.0,seed0,4.0,1.2645750976515702,1.0,0.06999998229733789,0.26457509765157017
680,covariateregistration,beta11.0,seed0,5.0,1.2622510407240082,1.0,0.0687756083608254,0.2622510407240082
681,covariateregistration,beta11.0,seed0,6.0,1.260128353349242,1.0,0.0676667602161881,0.260128353349242
682,covariateregistration,beta11.0,seed0,7.0,1.2636683271594353,1.0,0.06952098674705502,0.26366832715943533
683,covariateregistration,beta11.0,seed0,8.0,1.2634694818131451,1.0,0.0694161678468872,0.2634694818131451
684,covariateregistration,beta11.0,seed0,9.0,1.260740050497773,1.0,0.06798537393358124,0.26074005049777305
685,covariateregistration,beta11.0,seed0,10.0,1.2666007127561056,1.0,0.07107594004206355,0.26660071275610564
686,covariateregistration,beta11.0,seed0,11.0,1.2631797714373059,1.0,0.06926359209379256,0.26317977143730586
687,covariateregistration,beta11.0,seed0,12.0,1.2660934128163472,1.0,0.07080570434425099,0.26609341281634724
688,covariateregistration,beta11.0,seed0,13.0,1.266638040342553,1.0,0.07109584455771692,0.266638040342553
689,covariateregistration,beta11.0,seed0,14.0,1.2665066647288934,1.0,0.07102580234491879,0.2665066647288934
690,covariateregistration,beta11.0,seed0,15.0,1.2664330481454946,1.0,0.07098656914409945,0.2664330481454946
691,covariateregistration,beta11.0,seed0,16.0,1.2615416202954532,1.0,0.06840401914677104,0.26154162029545325
692,covariateregistration,beta11.0,seed0,17.0,1.2625137060963865,1.0,0.06891344588845998,0.26251370609638647
693,covariateregistration,beta11.0,seed0,18.0,1.2598454125558698,1.0,0.06751963842633017,0.2598454125558698
694,covariateregistration,beta11.0,seed0,19.0,1.2612469142855336,1.0,0.06824995022371294,0.2612469142855336
695,covariateregistration,beta11.0,seed0,20.0,1.2613567631348843,1.0,0.06830735763634403,0.2613567631348843
696,covariateregistration,beta11.0,seed0,21.0,1.2638413721637274,1.0,0.0696122696652385,0.2638413721637274
697,covariateregistration,beta11.0,seed0,22.0,1.2636587722970134,1.0,0.06951594820916836,0.2636587722970134
698,covariateregistration,beta11.0,seed0,23.0,1.2676548105239172,1.0,0.071639097596594,0.26765481052391715
699,covariateregistration,beta11.0,seed0,24.0,1.2648207891004073,1.0,0.0701300503397624,0.2648207891004073
700,covariateregistration,beta11.0,seed4,0.0,1.267509398236737,1.0,0.0715612781449811,0.2675093982367369
701,covariateregistration,beta11.0,seed4,1.0,1.2619568728907935,1.0,0.06862140325472334,0.2619568728907935
702,covariateregistration,beta11.0,seed4,2.0,1.2653290334165537,1.0,0.07039949597376266,0.2653290334165537
703,covariateregistration,beta11.0,seed4,3.0,1.2612968642011388,1.0,0.06827605124134839,0.26129686420113885
704,covariateregistration,beta11.0,seed4,4.0,1.2676763274138978,1.0,0.07165061625779222,0.2676763274138978
705,covariateregistration,beta11.0,seed4,5.0,1.2643626529469012,1.0,0.06988761227312373,0.2643626529469012
706,covariateregistration,beta11.0,seed4,6.0,1.2612347331187337,1.0,0.06824358578761601,0.2612347331187337
707,covariateregistration,beta11.0,seed4,7.0,1.2640882089883645,1.0,0.06974258212668208,0.2640882089883645
708,covariateregistration,beta11.0,seed4,8.0,1.2657460902146533,1.0,0.07062098446437468,0.26574609021465334
709,covariateregistration,beta11.0,seed4,9.0,1.2613290930920928,1.0,0.06829289489633573,0.26132909309209285
710,covariateregistration,beta11.0,seed4,10.0,1.2646703387969873,1.0,0.07005038823891205,0.2646703387969873
711,covariateregistration,beta11.0,seed4,11.0,1.2620718868086074,1.0,0.06868167385542352,0.2620718868086074
712,covariateregistration,beta11.0,seed4,12.0,1.2586679915257282,1.0,0.06690912983995417,0.25866799152572817
713,covariateregistration,beta11.0,seed4,13.0,1.2657596816150156,1.0,0.07062820837211448,0.2657596816150156
714,covariateregistration,beta11.0,seed4,14.0,1.2598103494896928,1.0,0.06750141770195633,0.25981034948969284
715,covariateregistration,beta11.0,seed4,15.0,1.2649828225082236,1.0,0.07021589622442471,0.2649828225082236
716,covariateregistration,beta11.0,seed4,16.0,1.2625303444104088,1.0,0.06892218173624785,0.2625303444104088
717,covariateregistration,beta11.0,seed4,17.0,1.267670284697591,1.0,0.07164738131008937,0.2676702846975909
718,covariateregistration,beta11.0,seed4,18.0,1.2667679951410045,1.0,0.07116516323155098,0.26676799514100447
719,covariateregistration,beta11.0,seed4,19.0,1.2613747389316425,1.0,0.0683167541515843,0.26137473893164254
720,covariateregistration,beta11.0,seed4,20.0,1.2643621349859655,1.0,0.06988733841433785,0.2643621349859655
721,covariateregistration,beta11.0,seed4,21.0,1.267298181268227,1.0,0.07144831770930189,0.2672981812682269
722,covariateregistration,beta11.0,seed4,22.0,1.26185115080147,1.0,0.0685660251760542,0.26185115080147003
723,covariateregistration,beta11.0,seed4,23.0,1.2633502605293716,1.0,0.0693533597208879,0.2633502605293716
724,covariateregistration,beta11.0,seed4,24.0,1.264548168693978,1.0,0.06998573355933739,0.2645481686939779
725,covariateregistration,beta11.0,seed8,0.0,1.26110150973525,1.0,0.06817399838602688,0.26110150973525004
726,covariateregistration,beta11.0,seed8,1.0,1.2635340227315106,1.0,0.06945018113705236,0.2635340227315106
727,covariateregistration,beta11.0,seed8,2.0,1.262811245707932,1.0,0.06906975087055496,0.2628112457079319
728,covariateregistration,beta11.0,seed8,3.0,1.2670841320308461,1.0,0.07133393358267046,0.26708413203084613
729,covariateregistration,beta11.0,seed8,4.0,1.2657673181180602,1.0,0.07063226737966621,0.2657673181180602
730,covariateregistration,beta11.0,seed8,5.0,1.2657524767672486,1.0,0.07062437890792699,0.26575247676724856
731,covariateregistration,beta11.0,seed8,6.0,1.2614475318031957,1.0,0.06835481188598302,0.2614475318031957
732,covariateregistration,beta11.0,seed8,7.0,1.2626279170735197,1.0,0.06897342282637556,0.26262791707351973
733,covariateregistration,beta11.0,seed8,8.0,1.263408346562865,1.0,0.06938395703898236,0.26340834656286494
734,covariateregistration,beta11.0,seed8,9.0,1.267157826673005,1.0,0.0713733043526434,0.267157826673005
735,covariateregistration,beta11.0,seed8,10.0,1.2652006001165113,1.0,0.07033135830215771,0.26520060011651125
736,covariateregistration,beta11.0,seed8,11.0,1.2655020251538394,1.0,0.07049132536078995,0.26550202515383936
737,covariateregistration,beta11.0,seed8,12.0,1.2628130893911171,1.0,0.06907071995530333,0.26281308939111714
738,covariateregistration,beta11.0,seed8,13.0,1.263117661479015,1.0,0.06923090378218551,0.26311766147901494
739,covariateregistration,beta11.0,seed8,14.0,1.262536182980584,1.0,0.06892524737401463,0.2625361829805839
740,covariateregistration,beta11.0,seed8,15.0,1.266480509758395,1.0,0.07101186208109411,0.2664805097583951
741,covariateregistration,beta11.0,seed8,16.0,1.2637260075232681,1.0,0.06955140704416288,0.26372600752326814
742,covariateregistration,beta11.0,seed8,17.0,1.2644555144607728,1.0,0.069936719128712,0.26445551446077276
743,covariateregistration,beta11.0,seed8,18.0,1.2628281113485995,1.0,0.06907861611507182,0.2628281113485995
744,covariateregistration,beta11.0,seed8,19.0,1.265287475339544,1.0,0.07037744457202917,0.265287475339544
745,covariateregistration,beta11.0,seed8,20.0,1.2666102400426322,1.0,0.07108102009558998,0.26661024004263223
746,covariateregistration,beta11.0,seed8,21.0,1.260467371521978,1.0,0.06784325162756816,0.2604673715219781
747,covariateregistration,beta11.0,seed8,22.0,1.2632170338646425,1.0,0.06928320691650033,0.26321703386464246
748,covariateregistration,beta11.0,seed8,23.0,1.2604305568675287,1.0,0.0678240749503311,0.2604305568675287
749,covariateregistration,beta11.0,seed8,24.0,1.266833051202474,1.0,0.07119987721402206,0.2668330512024739
750,covariateregistration,beta11.0,seed1,0.0,1.264047520727506,1.0,0.06972109320234267,0.2640475207275059
751,covariateregistration,beta11.0,seed1,1.0,1.266201122081402,1.0,0.0708630373973975,0.266201122081402
752,covariateregistration,beta11.0,seed1,2.0,1.2627959002455948,1.0,0.06906168518589263,0.26279590024559485
753,covariateregistration,beta11.0,seed1,3.0,1.259559389747755,1.0,0.06737107680622702,0.25955938974775505
754,covariateregistration,beta11.0,seed1,4.0,1.2652279502716957,1.0,0.07034586560532506,0.26522795027169566
755,covariateregistration,beta11.0,seed1,5.0,1.262930787630039,1.0,0.06913259908375272,0.2629307876300391
756,covariateregistration,beta11.0,seed1,6.0,1.2649148448666432,1.0,0.07017987503071763,0.2649148448666432
757,covariateregistration,beta11.0,seed1,7.0,1.2630991740754816,1.0,0.06922117539920054,0.26309917407548156
758,covariateregistration,beta11.0,seed1,8.0,1.2665911030767156,1.0,0.07107081623966002,0.26659110307671563
759,covariateregistration,beta11.0,seed1,9.0,1.2622104284176103,1.0,0.06875430877094675,0.26221042841761033
760,covariateregistration,beta11.0,seed1,10.0,1.2633149224960754,1.0,0.06933474840911417,0.26331492249607535
761,covariateregistration,beta11.0,seed1,11.0,1.2678731092351465,1.0,0.07175600265130473,0.2678731092351465
762,covariateregistration,beta11.0,seed1,12.0,1.2629916230484495,1.0,0.06916459379365775,0.2629916230484495
